name,state,url,location,summit_elevation,base_elevation,vertical_drop,skiable_area,number_of_trails,number_of_lifts,annual_snowfall,website,coordinates,owner_operator,opening_year,status
Cherry Peak Resort,Utah,https://en.wikipedia.org/wiki/Cherry_Peak_Resort,"Cherry Canyon Cache County, Utah United States",7050 ft - (2149 m),5775 ft - (1760 m),1265 ft - (386 m),200 acres (0.81 km 2 ),29 30% easiest 45% more difficult 25% most difficult,,322 in. - (818 cm),http://www.skicherrypeak.com,41°55′35″N 111°45′24″W ﻿ / ﻿ 41.92639°N 111.75667°W ﻿ / 41.92639; -111.75667,,,
Deer Valley,Utah,https://en.wikipedia.org/wiki/Deer_Valley,"Wasatch Range Summit County, Utah United States","9,570 ft (2,920 m)","6,530 ft (1,990 m)","3,040 ft (930 m)","4,300 acres (1,700 ha)",202 35% easiest 44% more difficult 21% most difficult,,Base: <150 inches (380 cm) Peak: 294 inches (750 cm),http://www.deervalley.com/,40°37′22″N 111°29′22″W ﻿ / ﻿ 40.62278°N 111.48944°W ﻿ / 40.62278; -111.48944,Alterra Mountain Company,,Operating
Eagle Point Ski Resort,Utah,https://en.wikipedia.org/wiki/Eagle_Point_Ski_Resort,"Beaver, Utah United States",,,,,41,,,http://www.skieaglepoint.com,38°19′14″N 112°23′30″W ﻿ / ﻿ 38.32056°N 112.39167°W ﻿ / 38.32056; -112.39167,,,
Nordic Valley,Utah,"https://en.wikipedia.org/wiki/Nordic_Valley,_Utah",,,,,,,,,,41.30583°N 111.85722°W,,,
Park City Mountain Resort,Utah,https://en.wikipedia.org/wiki/Park_City_Mountain_Resort,"Park City , Utah , United States","10,026 ft (3,056 m)","6,900 ft (2,100 m)","3,200 ft (980 m)","7,300 acres (11.4 sq mi; 29.5 km 2 )",324 7% easiest 49% more difficult 44% most difficult,,355 inches (29.6 ft; 9.0 m),https://www.parkcitymountain.com/,40°39′3″N 111°30′27″W ﻿ / ﻿ 40.65083°N 111.50750°W ﻿ / 40.65083; -111.50750,Vail Resorts,,Operating
Powder Mountain,Utah,https://en.wikipedia.org/wiki/Powder_Mountain,"Cache , Weber counties, Utah , United States","8,900 ft (2,713 m) lift-served 9,422 ft (2,872 m) via hiking","6,900 ft (2,103 m)","2,205 ft (672 m) lift-served 2,522 ft (769 m) via hiking","8,000 acres (32.4 km 2 ) 4,200 acres (17.0 km 2 ) lift-served",162; 25% beginner 40% intermediate 35% advanced,,360 in (30 ft; 9.1 m) per year,https://www.powdermountain.com,41°22′48″N 111°46′49″W ﻿ / ﻿ 41.38000°N 111.78028°W ﻿ / 41.38000; -111.78028,,,
Snowbasin,Utah,https://en.wikipedia.org/wiki/Snowbasin,"Mount Ogden Weber County , Utah , U.S.","9,350 ft (2,850 m)","6,391 ft (1,948 m)","2,959 ft (902 m)","3,000 acres (12.1 km 2 )",104 20% easiest 50% more difficult 30% most difficult,,350 inches (29.2 ft; 8.9 m),http://www.snowbasin.com,41°12′58″N 111°51′25″W ﻿ / ﻿ 41.216°N 111.857°W ﻿ / 41.216; -111.857,,,
Snowbird,Utah,"https://en.wikipedia.org/wiki/Snowbird,_Utah","Wasatch National Forest Little Cottonwood Canyon Salt Lake County , Utah United States","11,000 ft (3,353 m)","7,760 ft (2,365 m) lowest chairlift 8,100 feet (2,469 m) main base area","3,240 ft (988 m)","2,500 acres (10.1 km 2 )",169  27% easiest 38% more difficult 35% most difficult,,"500 in (1,270 cm), average record: 838 in (2,130 cm), (2023, as of the 4th of June)",https://www.snowbird.com/,40°34′52″N 111°39′23″W ﻿ / ﻿ 40.58111°N 111.65639°W ﻿ / 40.58111; -111.65639,,,
Solitude,Utah,https://en.wikipedia.org/wiki/Solitude_Mountain_Resort,"Brighton, Utah , United States","10,488 ft (3,197 m)","7,988 ft (2,435 m)","2,494 ft (760 m)","1,200 acres (4.9 km 2 )",80,,"500 inches (1,300 cm)",https://www.solitudemountain.com/,40°36′54.5″N 111°35′20.1″W ﻿ / ﻿ 40.615139°N 111.588917°W ﻿ / 40.615139; -111.588917,Alterra Mountain Company,,Operating
Sundance,Utah,https://en.wikipedia.org/wiki/Sundance_Resort,"Uinta National Forest Utah County , Utah","8,250 ft (2,515 m)","6,100 ft (1,859 m)","2,150 ft (655 m)",450 acres (1.8 km 2 ),44,,,https://www.sundanceresort.com,40°23′31″N 111°34′44″W ﻿ / ﻿ 40.392°N 111.579°W ﻿ / 40.392; -111.579,,,
Woodward Park City,Utah,https://en.wikipedia.org/w/index.php?title=Woodward_Park_City&action=edit&redlink=1,,,,,,,,,,,,,
Shell,Wyoming,"https://en.wikipedia.org/wiki/Shell,_Wyoming",,,,,,,,,,44.53444°N 107.78444°W,,,
Beartooth Basin Summer Ski Area,Wyoming,https://en.wikipedia.org/wiki/Beartooth_Basin_Summer_Ski_Area,"Beartooth National Forest Park County , Wyoming , U.S.","10,900 ft (3,320 m) AMSL",,,600 acres (2.4 km 2 ),9,,,http://www.beartoothbasin.com/,44°58′30″N 109°26′06″W ﻿ / ﻿ 44.975°N 109.435°W ﻿ / 44.975; -109.435,,,
Grand Targhee,Wyoming,https://en.wikipedia.org/wiki/Grand_Targhee_Resort,"Alta, Wyoming , U.S.","9,862 ft (3,006 m)","7,408 ft (2,258 m)","2,454 ft (748 m)","3,000 acres (12.1 km 2 ) (1,000 acres (4 km 2 ) reserved for cat skiing )",93,,"500 inches (1,270 cm)",http://www.grandtarghee.com,43°47′20″N 110°57′25″W ﻿ / ﻿ 43.789°N 110.957°W ﻿ / 43.789; -110.957,,,
Hogadon,Wyoming,https://en.wikipedia.org/wiki/Hogadon_Ski_Area,"Casper Mountain , Natrona County, Wyoming","8,000 feet (2,438 m)","7,370 feet (2,246 m)",,"60 acres (240,000 m 2 )",27+,,"140""",http://hogadon.net/,42°44′41.86″N 106°20′21.94″W ﻿ / ﻿ 42.7449611°N 106.3394278°W ﻿ / 42.7449611; -106.3394278,,,
Jackson Hole,Wyoming,https://en.wikipedia.org/wiki/Jackson_Hole_Mountain_Resort,"Teton Village , Wyoming , U.S.","10,450 ft (3,185 m)","6,311 ft (1,924 m)","continuous 4,139 ft (1,262 m)","2,500 acres (10 km 2 ) inbounds 3,000 acres (12 km 2 ) backcountry",116 10% easiest 40% more difficult 50% most difficult,,"459 inches (1,170 cm)",https://jacksonhole.com/,43°35′N 110°53′W ﻿ / ﻿ 43.59°N 110.89°W ﻿ / 43.59; -110.89,,,Operating
Ten Sleep,Wyoming,"https://en.wikipedia.org/wiki/Ten_Sleep,_Wyoming",,,,,,,,,http://www.townoftensleep.com/,44.03500°N 107.44833°W,,,
Cokeville,Wyoming,"https://en.wikipedia.org/wiki/Cokeville,_Wyoming",,,,,,,,,,42.08500°N 110.95556°W,,,
Cody,Wyoming,"https://en.wikipedia.org/wiki/Cody,_Wyoming",,,,,,,,,https://codywy.gov,44.50778°N 109.04611°W,,1896,
Snow King Mountain,Wyoming,https://en.wikipedia.org/wiki/Snow_King_Mountain,"Jackson , Wyoming , U.S.","7,808 ft (2,380 m)","6,237 ft (1,901 m)","1,571 ft (479 m)",400 acres (1.6 km 2 ),35,,"500 in (1,270 cm)",http://www.snowkingmountain.com/,43°28′19″N 110°45′40″W ﻿ / ﻿ 43.472°N 110.761°W ﻿ / 43.472; -110.761,,,Active
Snowy Range,Wyoming,https://en.wikipedia.org/wiki/Snowy_Range_Ski_Area,"Snowy Range , Albany County, Wyoming","9,663 feet (2,945 m)","8,798 feet (2,682 m)",865 ft,250 acres (101 ha),27,,250 inches (635 cm),https://www.snowyrangeski.com/,41°20′28″N 106°11′00″W ﻿ / ﻿ 41.341231°N 106.183441°W ﻿ / 41.341231; -106.183441,,,
White Pine,Wyoming,https://en.wikipedia.org/wiki/White_Pine_Ski_Resort,"Wind River Range , Sublette County, Wyoming","9,500 feet (2,896 m)","8,450 feet (2,576 m)",,,25+,,,http://www.whitepineski.com/,42°58′40.22″N 109°45′29.42″W ﻿ / ﻿ 42.9778389°N 109.7581722°W ﻿ / 42.9778389; -109.7581722,,,
Arctic Valley,Alaska,https://en.wikipedia.org/wiki/Arctic_Valley_Ski_Area,"Anchorage, Alaska , USA","4,000 ft (1,200 m)","2,500 ft (760 m)","1,500 ft (460 m)",320 acres (1.3 km 2 ),24 - 10% Beginner - 40% Intermediate - 50% Advanced,,,https://arcticvalley.org,61°14′48″N 149°39′02″W ﻿ / ﻿ 61.24667°N 149.65056°W ﻿ / 61.24667; -149.65056,,,
Alyeska,Alaska,https://en.wikipedia.org/wiki/Alyeska_Resort,"Girdwood, Anchorage , Alaska","2,750 ft (840 m) lift served; 3,939 ft (1,200 m) (summit)",250 ft (80 m),"2,500 ft (760 m) lift served; 3,200 ft (975 m) total","1,400 acres (5.7 km 2 )",73 - 11% easiest - 52% more difficult - 37% most difficult,,"650 in (1,650 cm) - top 512 in (1,300 cm) - mid 208 in (530 cm) - base",https://www.alyeskaresort.com/,60°58′14″N 149°05′54″W ﻿ / ﻿ 60.9705°N 149.0982°W ﻿ / 60.9705; -149.0982,,,
Eaglecrest,Alaska,https://en.wikipedia.org/wiki/Eaglecrest_Ski_Area,"Douglas Island , Alaska United States",2750,1130,1620 ft,640 acres (2.6 km 2 ),36 - 20% easiest - 40% more difficult - 40% most difficult,,350 in,http://skieaglecrest.com/,58°16′34″N 134°30′55″W ﻿ / ﻿ 58.27611°N 134.51528°W ﻿ / 58.27611; -134.51528,,,
Hilltop,Alaska,https://en.wikipedia.org/wiki/Hilltop_Ski_Area,"Anchorage , Alaska , US",,,294 ft (90 m),"30 acres (120,000 m 2 )",5 or 6,,,http://www.hilltopskiarea.org/,61°08′27″N 149°44′42″W ﻿ / ﻿ 61.14083°N 149.74500°W ﻿ / 61.14083; -149.74500,,,
Majestic Heli Ski,Alaska,https://en.wikipedia.org/w/index.php?title=Majestic_Heli_Ski&action=edit&redlink=1,,,,,,,,,,,,,
Moose Mountain,Alaska,https://en.wikipedia.org/wiki/Moose_Mountain_(Alaska),"Goldstream , near Fairbanks, Alaska , US",,,,,,,,,64°56′26″N 147°59′26″W ﻿ / ﻿ 64.94056°N 147.99056°W ﻿ / 64.94056; -147.99056,,,
Mount Eyak,Alaska,https://en.wikipedia.org/wiki/Mount_Eyak,"Cordova , Alaska",1261 ft,412 ft,849 ft,,10,,350 inches,,60°33′0″N 145°45′0″W ﻿ / ﻿ 60.55000°N 145.75000°W ﻿ / 60.55000; -145.75000,,,
Ski Land,Alaska,https://en.wikipedia.org/wiki/Skiland,"Fairbanks , Alaska","2,435 ft (740 m)","1,408 ft (430 m)","1,027 ft (310 m) lift served",530 acres (2.1 km 2 ),46 - 20% easiest - 50% more difficult - 30% most difficult,,,http://www.skilandfairbanks.com/,65°02′56″N 147°24′33″W ﻿ / ﻿ 65.04889°N 147.40917°W ﻿ / 65.04889; -147.40917,,,
Skeetawk,Alaska,https://en.wikipedia.org/wiki/Skeetawk,Hatcher Pass,,,300,,,,,,61°44′33.6″N 149°13′50.5″W ﻿ / ﻿ 61.742667°N 149.230694°W ﻿ / 61.742667; -149.230694,,,
Alpine Meadows,California,https://en.wikipedia.org/wiki/Alpine_Meadows_(ski_resort),"Ward Peak Tahoe National Forest , Placer County, California","8,637 ft (2,633 m)","6,835 ft (2,083 m)","1,802 ft (549 m)","2,400 acres (9.7 km 2 )",100 total - 25% beginner - 40% intermediate - 35% advanced,,"495 in (1,260 cm)",https://www.palisadestahoe.com,39°09′50″N 120°14′20″W ﻿ / ﻿ 39.164°N 120.239°W ﻿ / 39.164; -120.239,,,
Alta Sierra,California,https://en.wikipedia.org/w/index.php?title=Alta_Sierra_Ski_Resort&action=edit&redlink=1,,,,,,,,,,,,,
Badger Pass,California,https://en.wikipedia.org/wiki/Badger_Pass_Ski_Area,"Yosemite National Park , California","8,000 ft (2,400 m)","7,200 ft (2,200 m)",800 ft (240 m),90 acres (36 ha),10 total 35% easiest 50% more difficult 15% most difficult,,300 in (7.6 m),http://www.travelyosemite.com/winter/yosemite-ski-snowboard-area/,37°39′43″N 119°39′49″W ﻿ / ﻿ 37.66194°N 119.6636°W ﻿ / 37.66194; -119.6636,,,
Bear Mountain,California,https://en.wikipedia.org/wiki/Bear_Mountain_(ski_area),Bear Mountain San Bernardino National Forest,"8,805 ft (2,684 m)","7,140 ft (2,180 m)","1,665 ft (507 m)",198 acres (80 ha),26 total 15% beginner 15% low intermediate 40% intermediate 30% advanced,,100 in (250 cm),http://www.bigbearmountainresort.com/,34°13′36″N 116°51′37″W ﻿ / ﻿ 34.2267°N 116.8602°W ﻿ / 34.2267; -116.8602,Alterra Mountain Company,,Operating
Bear Valley,California,https://en.wikipedia.org/wiki/Bear_Valley_(resort),"Alpine County, California , U.S.","8,500 ft (2,590 m)","6,600 ft (2,010 m)","1,900 ft (580 m)","1,680 acres (2.6 mi 2 ; 6.8 km 2 )",67 total 25% beginner 40% intermediate 35% advanced,,359 inches (29.9 ft; 9.1 m),https://www.bearvalley.com/,38°29′31″N 120°02′38″W ﻿ / ﻿ 38.492°N 120.044°W ﻿ / 38.492; -120.044,,,
Boreal Mountain,California,https://en.wikipedia.org/wiki/Boreal_Mountain_Resort,Boreal Ridge,"7,700 ft (2,300 m)","7,200 ft (2,200 m)",500 ft,380 acres (150 ha),41 total 30% beginner 55% intermediate 15% advanced,,"400 in (1,000 cm)",http://www.rideboreal.com,39°19′54″N 120°21′04″W ﻿ / ﻿ 39.3317°N 120.3511°W ﻿ / 39.3317; -120.3511,,,
Buckhorn Ski Club,California,https://en.wikipedia.org/wiki/Buckhorn_Ski_Club,Waterman Mountain San Gabriel Mountains Angeles National Forest,"7,903 ft (2,409 m)","7,203 ft (2,195 m)",680 ft (210 m),40 acres (16 ha),5,,180 in (460 cm),http://www.orgsites.com/ca/buckhorn/index.html,34°20′40″N 117°54′52″W ﻿ / ﻿ 34.34457°N 117.91437°W ﻿ / 34.34457; -117.91437,,,
China Peak,California,https://en.wikipedia.org/wiki/China_Peak,Chinese Peak,"8,709 ft (2,655 m)","7,030 ft (2,140 m)",,"1,200 acres (490 ha)",45,,300 in (760 cm),http://www.skichinapeak.com,37°13′47″N 119°09′30″W ﻿ / ﻿ 37.2297°N 119.1583°W ﻿ / 37.2297; -119.1583,,,
Coppervale Ski Area,California,https://en.wikipedia.org/wiki/Coppervale_Ski_Area,Coppervale Ski Area,"5,827 ft (1,776 m)","5,250 m (17,220 ft)",577 ft (176 m),,8,,,,40°20′42″N 120°54′14″W ﻿ / ﻿ 40.345°N 120.904°W ﻿ / 40.345; -120.904,,,
Dodge Ridge,California,https://en.wikipedia.org/wiki/Dodge_Ridge_Ski_Area,Dodge Ridge,"8,200 ft (2,500 m)","6,600 ft (2,000 m)","1,600 ft (490 m)",862 acres (349 ha),62 total 20% beginner 40% intermediate 34% advanced,,"300 to 500 in (760 to 1,270 cm)",http://www.dodgeridge.com/,38°11′23″N 119°57′23″W ﻿ / ﻿ 38.1896°N 119.9564°W ﻿ / 38.1896; -119.9564,,,
Donner Ski Ranch,California,https://en.wikipedia.org/wiki/Donner_Ski_Ranch,Donner Summit Tahoe National Forest,"7,781 ft (2,372 m)","7,031 ft (2,143 m)",750 ft (230 m),435 acres (176 ha),52 total 25% beginner 50% intermediate 25% advanced,,"412 in (1,050 cm)",http://www.donnerskiranch.com/,39°19′5.93″N 120°19′48.07″W ﻿ / ﻿ 39.3183139°N 120.3300194°W ﻿ / 39.3183139; -120.3300194,,,
Granlibakken,California,https://en.wikipedia.org/wiki/Granlibakken,One-half mile inland of northwestern shore of Lake Tahoe,,,,,,,,,39°09′20″N 120°09′18″W ﻿ / ﻿ 39.1556°N 120.1551°W ﻿ / 39.1556; -120.1551,Parson family,1928,
Heavenly Mountain,California,https://en.wikipedia.org/wiki/Heavenly_Mountain_Resort,"El Dorado- Toiyabe National Forests El Dorado County, California / Douglas County, Nevada / Alpine County, California","10,067 ft (3,068 m)","6,255 ft (1,907 m)","3,812 ft (1,162 m)","4,800 acres (19.4 km 2 )",97 total 20% Easier 45% More Difficult 35% Most Difficult,,360 inches (30 ft; 9.1 m),https://www.skiheavenly.com,38°56′07″N 119°56′24″W ﻿ / ﻿ 38.9353°N 119.9400°W ﻿ / 38.9353; -119.9400,Vail Resorts,,Operating
Homewood Mountain,California,https://en.wikipedia.org/wiki/Homewood_Mountain_Resort,Ellis Peak Tahoe National Forest,"2,402 m (7,881 ft)","1,899 m (6,230 ft)","503 m (1,650 ft)","1,260 acres (510 ha)",60 total - 15% beginner - 50% intermediate - 35% advanced,,"400 in (1,000 cm)",http://www.skihomewood.com/,39°04′58″N 120°10′32″W ﻿ / ﻿ 39.0827°N 120.1755°W ﻿ / 39.0827; -120.1755,,,
June Mountain,California,https://en.wikipedia.org/wiki/June_Mountain_ski_area,June Mountain Inyo National Forest,"10,090 ft (3,080 m)","7,545 ft (2,300 m)","2,545 ft (776 m)","1,500 acres (610 ha)",41 total 15% beginner 40% intermediate 45% advanced,,250 in (640 cm),http://www.junemountain.com,37°46′06″N 119°05′26″W ﻿ / ﻿ 37.7683°N 119.0906°W ﻿ / 37.7683; -119.0906,Alterra Mountain Company,,Operating
Kirkwood Mountain,California,https://en.wikipedia.org/wiki/Kirkwood_Mountain_Resort,"Thimble Peak Covered Wagon Peak Alpine County, CA Amador County, CA","9,800 ft (3,000 m)","7,800 ft (2,400 m)","2,000 ft (610 m)","2,300 acres (930 ha)",65+ total 12% beginner 30% intermediate 58% advanced/expert,,"~500 in (1,300 cm)",https://www.kirkwood.com/,38°41′02″N 120°04′05″W ﻿ / ﻿ 38.684°N 120.068°W ﻿ / 38.684; -120.068,Vail Resorts,,Operating
Mammoth Mountain,California,https://en.wikipedia.org/wiki/Mammoth_Mountain_Ski_Area,"Mammoth Mountain Sierra Nevada Mono & Madera Counties , California","11,053 ft (3,369 m)","7,953 ft (2,424 m)  at Eagle Lodge","3,100 ft (940 m)","3,500 acres (1,420 ha)",175 named 15% beginner 48% intermediate 37% advanced,,"400 in (1,020 cm)",https://www.mammothmountain.com/,37°37′50″N 119°01′57″W ﻿ / ﻿ 37.63056°N 119.03250°W ﻿ / 37.63056; -119.03250,Alterra Mountain Company,,Operating
Mount Baldy Ski Lifts,California,https://en.wikipedia.org/wiki/Mount_Baldy_Ski_Lifts,"Mount San Antonio and Telegraph Peak , California , U.S.","8,600 ft (2,620 m)","6,500 ft (1,980 m)","2,100 ft (640 m)",800 acres (3.2 km 2 ),26 total 15% beginner 31% intermediate 54% advanced,,170 in (14 ft; 430 cm),http://mtbaldyresort.com,34°16′N 117°37′W ﻿ / ﻿ 34.27°N 117.62°W ﻿ / 34.27; -117.62,,,
Mount Shasta Ski Park,California,https://en.wikipedia.org/wiki/Mount_Shasta_Ski_Park,"Mount Shasta , California","7,536 feet (2,297 m)","5,500 feet (1,700 m)",,636 acres (257 ha),38 total 20% beginner 55% intermediate 25% advanced,,275 in (700 cm),http://www.skipark.com,41°19′15″N 122°12′14″W ﻿ / ﻿ 41.32083°N 122.20389°W ﻿ / 41.32083; -122.20389,,,
Mount Waterman,California,https://en.wikipedia.org/wiki/Mount_Waterman,Waterman Mountain San Gabriel Mountains Angeles National Forest,"8,030 ft (2,450 m)","7,000 ft (2,100 m)","1,030 ft (310 m)",150 acres (61 ha),27 total 20% beginner 20% intermediate 60% advanced,,180 in (460 cm),http://www.mtwaterman.org/,34°20′59″N 117°55′43″W ﻿ / ﻿ 34.349722°N 117.928611°W ﻿ / 34.349722; -117.928611,,,
Mountain High,California,https://en.wikipedia.org/wiki/Mountain_High,"Big Pines , Los Angeles County , California","8,200 feet (2,500 m) (East) 8,000 feet (2,400 m) (West) 7,800 ft (2,400 m) (North)","6,600 feet (2,000 m) (East) 7,000 feet (2,100 m) (West) 7,200 ft (2,200 m) (North)","1,600 ft (490 m)",290 acres (1.2 km 2 ),59 total 20% easiest 42% More difficult 34% Most difficult 3% Experts only,,,http://www.mthigh.com,34°22′29″N 117°41′36″W ﻿ / ﻿ 34.37472°N 117.69323°W ﻿ / 34.37472; -117.69323,,,
Northstar California,California,https://en.wikipedia.org/wiki/Northstar_California,"Placer County, California","8,610 ft (2,620 m)","6,330 ft (1,930 m)","2,280 ft (690 m)","3,170 acres (12.8 km 2 )",100 total 13% beginner 60% intermediate 27% advanced,,350 in (890 cm),https://northstarcalifornia.com,39°15′50″N 120°07′30″W ﻿ / ﻿ 39.264°N 120.125°W ﻿ / 39.264; -120.125,Vail Resorts,,Operating
Palisades Tahoe,California,https://en.wikipedia.org/wiki/Palisades_Tahoe,"1960 Olympic Valley Road Olympic Valley, California","9,050 feet (2,758 m)","6,200 feet (1,890 m)","2,850 feet (869 m)","3,600 acres (14.6 km 2 )",177+,,400 inches (33.3 ft; 10.2 m),http://www.palisadestahoe.com,39°11′46″N 120°14′06″W ﻿ / ﻿ 39.196°N 120.235°W ﻿ / 39.196; -120.235,Alterra Mountain Company,,Operating
Sierra-at-Tahoe,California,https://en.wikipedia.org/wiki/Sierra-at-Tahoe,Twin Bridges,"8,852 ft (2,698 m)","6,640 ft (2,020 m)","2,212 ft (674 m)","2,000 acres (810 ha)",46 total 25% beginner 50% intermediate 25% advanced,,"480 in (1,200 cm)",http://www.sierraattahoe.com,38°48′01″N 120°04′50″W ﻿ / ﻿ 38.8002°N 120.0806°W ﻿ / 38.8002; -120.0806,,,
Snow Summit,California,https://en.wikipedia.org/wiki/Snow_Summit,Snow Summit,"8,174 ft (2,491 m)","6,965 ft (2,123 m)","1,209 ft (369 m)",240 acres (97 ha),31 total 10% beginner 25% low intermediate 40% intermediate 25% advanced,,100 in (250 cm),http://www.snowsummit.com,34°13′43″N 116°53′28″W ﻿ / ﻿ 34.2286°N 116.8911°W ﻿ / 34.2286; -116.8911,Alterra Mountain Company,,Operating
Snow Valley,California,https://en.wikipedia.org/wiki/Snow_Valley_Mountain_Resort,"Running Springs San Bernardino County, California","7,841 ft (2,390 m)","6,800 ft (2,100 m)","1,041 ft (317 m)",240 acres (97 ha),29 total 14% easiest 45% More difficult 31% Most difficult 10% Experts only,,150 inches (380 cm),https://bbmr.com,34°13′24″N 117°02′15″W ﻿ / ﻿ 34.223375°N 117.037423°W ﻿ / 34.223375; -117.037423,Alterra Mountain Company,,Operating
Soda Springs,California,https://en.wikipedia.org/wiki/Soda_Springs_Mountain_Resort,California,"7,352 feet (2,240 m)","6,700 feet (2,040 m)",652 feet (200 m),200 acres (81 ha),19 53% Easier 16% More difficult 32% Most Difficult,,232 in (590 cm),https://www.skisodasprings.com,39.3213°N 120.3802°W,,,
Sugar Bowl,California,https://en.wikipedia.org/wiki/Sugar_Bowl_Ski_Resort,"629 Sugar Bowl Rd, Norden, CA 95724","8,383 ft (2,555 m)","6,883 ft (2,098 m)",,"1,650 acres (670 ha)",103 total 17% beginner 45% intermediate 38% advanced,,"500 in (1,300 cm)",http://www.sugarbowl.com,39°18′16″N 120°20′09″W ﻿ / ﻿ 39.30444°N 120.33583°W ﻿ / 39.30444; -120.33583,,,
Tahoe Donner Downhill,California,https://en.wikipedia.org/wiki/Tahoe_Donner_Downhill,Tahoe Donner,"7,400 ft (2,300 m)","6,750 ft (2,060 m)",600 ft (180 m),120 acres (49 ha),14 total 30% beginner 40% intermediate 30% advanced,,,http://www.skitahoedonner.com,39°21′18″N 120°15′32″W ﻿ / ﻿ 39.3549°N 120.2590°W ﻿ / 39.3549; -120.2590,,,
Diamond Peak,Nevada,https://en.wikipedia.org/wiki/Diamond_Peak_(ski_area),"Incline Village , Nevada , U.S.","8,540 ft (2,603 m) AMSL","6,700 ft (2,042 m)","1,840 ft (561 m)",655 acres (2.65 km 2 ),30 – 18% easiest – 46% more difficult – 36% most difficult,,,https://www.diamondpeak.com/,39°15′14″N 119°55′26″W ﻿ / ﻿ 39.254°N 119.924°W ﻿ / 39.254; -119.924,,,
Elko Snobowl Ski and Bike Park,Nevada,https://en.wikipedia.org/w/index.php?title=Elko_Snobowl_Ski_and_Bike_Park&action=edit&redlink=1,,,,,,,,,,,,,
Las Vegas Ski and Snowboard Resort (Lee Canyon),Nevada,https://en.wikipedia.org/wiki/Lee_Canyon_(Ski_and_Snowboard_Resort),"Clark County , Nevada","11,289 ft (3,441 m)","8,510 ft (2,590 m)",,385 acres (156 ha),24 15% easiest 45% more difficult 40% most difficult,,"161 in (4,100 mm) Annual",,36°18′06″N 115°40′51″W ﻿ / ﻿ 36.301638°N 115.680759°W ﻿ / 36.301638; -115.680759,,,
Mount Rose,Nevada,https://en.wikipedia.org/wiki/Mount_Rose_Ski_Tahoe,Nevada,"9,700 feet (2,955 m)","8,260 feet (2,520 m)","1,800 feet (550 m)","1,200 acres (4.9 km 2 )",70+ 20% beginner 30% intermediate 40% advanced 10% expert,,350 in (29.2 ft; 8.9 m),http://www.skirose.com/,39°19′45″N 119°53′09″W ﻿ / ﻿ 39.32917°N 119.88583°W ﻿ / 39.32917; -119.88583,,,
Sky Tavern Ski Area,Nevada,https://en.wikipedia.org/wiki/Sky_Tavern_Ski_Area,Nevada,"8,240 feet (2,510 m)","7,340 feet (2,235 m)",900 feet (275 m),200 acres (81 ha),14,,,https://www.skytavern.org,39.337322°N 119.876012°W,,,
Anthony Lakes,Oregon,https://en.wikipedia.org/wiki/Anthony_Lakes_(ski_area),"Blue Mountains , Baker and Union counties , Oregon , U.S.","8,000 feet (2,438 m)","7,100 feet (2,164 m)",900 feet (274 m),"1,100 acres (4.5 km 2 )",21 20% easiest 38% more difficult 42% most difficult,,300 inches (25 ft; 7.6 m),http://www.anthonylakes.com/,44°57′50″N 118°14′06″W ﻿ / ﻿ 44.964°N 118.235°W ﻿ / 44.964; -118.235,,,
Cooper Spur,Oregon,https://en.wikipedia.org/wiki/Cooper_Spur_ski_area,"Mount Hood , Oregon , US","4,350 ft (1,330 m)","4,000 ft (1,200 m)",,50 acres (0.2 km 2 ),10,,8.3 ft (2.5 m),http://www.cooperspur.com/,45°24′44″N 121°36′18″W ﻿ / ﻿ 45.41228°N 121.60501°W ﻿ / 45.41228; -121.60501,,,
Ferguson Ridge,Oregon,https://en.wikipedia.org/wiki/Ferguson_Ridge_Ski_Area,"Wallowa Mountains , Oregon , US","5,840 feet (1,780 m)","5,200 feet (1,600 m)",,170 acres (69 ha),8,,25 ft (7.5 m),http://www.skifergi.com,45.28209°N 117.11285°W,,,
Hoodoo,Oregon,https://en.wikipedia.org/wiki/Hoodoo_(ski_area),"Santiam Pass , Oregon , U.S.","5,703 ft (1,738 m)","4,668 ft (1,423 m)","1,035 ft (315 m)",806 acres (3.26 km 2 ),32,,360 in (30.0 ft; 9.1 m),http://skihoodoo.com/,44°24′32″N 121°52′19″W ﻿ / ﻿ 44.409°N 121.872°W ﻿ / 44.409; -121.872,,,
Mount Ashland,Oregon,https://en.wikipedia.org/wiki/Mount_Ashland_Ski_Area,"Mount Ashland , Oregon","7,500 feet (2,286 m)","6,350 feet (1,940 m)",,240 acres (97 ha),23 total 15% beginner 35% intermediate 50% advanced plus open bowl skiing,,368 in (930 cm),http://www.mtashland.com,42°5′0″N 122°43′0″W ﻿ / ﻿ 42.08333°N 122.71667°W ﻿ / 42.08333; -122.71667,,,
Mount Bachelor,Oregon,https://en.wikipedia.org/wiki/Mount_Bachelor_ski_area,"Deschutes County, Oregon , United States","9,065 ft (2,763 m) Summit Express","5,700 ft (1,737 m) Northwest Express 6,350 ft (1,940 m) Pine Marten Express","3,365 ft (1,026 m) lift-served","4,323 acres (17.5 km 2 )",101 total - 15% novice - 35% intermediate - 30% advanced - 20% expert,,462 inches (38.5 ft; 11.7 m),https://www.mtbachelor.com,44°00′11″N 121°40′37″W ﻿ / ﻿ 44.003°N 121.677°W ﻿ / 44.003; -121.677,POWDR,,Operating
